,Open,High,Low,Close,Adj Close,Volume
0,40525.863,40777.758,39315.418,39740.32,39740.32,28011717000.0
1,39738.723,39935.86,39352.203,39486.73,39486.73,16138021000.0
2,39478.375,39845.926,39233.54,39469.293,39469.293,17964399000.0
3,39472.605,40491.754,38338.38,40458.31,40458.31,35445730000.0
4,40448.42,40713.89,37884.984,38117.46,38117.46,34569090000.0
