,Open,High,Low,Close,Adj Close,Volume
0,280.34,285.4,275.82,276.44,276.44,30660700.0
1,280.35,287.82,278.73,287.15,287.15,34245100.0
2,289.11,294.57,283.2,294.39,294.39,37826300.0
3,293.29,295.61,289.37,295.22,295.22,30816600.0
4,295.37,301.0,292.73,300.43,300.43,43317000.0
5,298.89,300.14,294.9,299.16,299.16,28351200.0
6,299.8,305.0,298.77,304.06,304.06,27599700.0
